ts_code,symbol,name,industry
002672.SZ,002672,东江环保,环境保护
002673.SZ,002673,西部证券,证券
002674.SZ,002674,兴业科技,纺织
002675.SZ,002675,东诚药业,化学制药
002676.SZ,002676,顺威股份,家用电器
002677.SZ,002677,浙江美大,家用电器
002678.SZ,002678,珠江钢琴,文教休闲
002679.SZ,002679,福建金森,林业
002681.SZ,002681,奋达科技,元器件
002682.SZ,002682,龙洲股份,仓储物流
002683.SZ,002683,广东宏大,化工原料
002685.SZ,002685,华东重机,机床制造
002686.SZ,002686,亿利达,专用机械
002687.SZ,002687,乔治白,服饰
002688.SZ,002688,金河生物,农业综合
002689.SZ,002689,远大智能,运输设备
002690.SZ,002690,美亚光电,专用机械
002691.SZ,002691,冀凯股份,专用机械
002692.SZ,002692,远程股份,电气设备
002693.SZ,002693,双成药业,生物制药
002694.SZ,002694,顾地科技,塑料
002695.SZ,002695,煌上煌,食品
002696.SZ,002696,百洋股份,饲料
002697.SZ,002697,红旗连锁,超市连锁
002698.SZ,002698,博实股份,化工机械
002699.SZ,002699,*ST美盛,影视音像
002700.SZ,002700,ST浩源,供气供热
002701.SZ,002701,奥瑞金,广告包装
002702.SZ,002702,海欣食品,食品
002703.SZ,002703,浙江世宝,汽车配件
002705.SZ,002705,新宝股份,家用电器
002706.SZ,002706,良信股份,电气设备
002707.SZ,002707,众信旅游,旅游服务
002708.SZ,002708,光洋股份,汽车配件
002709.SZ,002709,天赐材料,化工原料
002712.SZ,002712,思美传媒,广告包装
002713.SZ,002713,东易日盛,装修装饰
002714.SZ,002714,牧原股份,农业综合
002715.SZ,002715,登云股份,汽车配件
002716.SZ,002716,金贵银业,小金属
002717.SZ,002717,岭南股份,环境保护
002718.SZ,002718,友邦吊顶,其他建材
002719.SZ,002719,麦趣尔,乳制品
002721.SZ,002721,*ST金一,服饰
002722.SZ,002722,物产金轮,纺织机械
002723.SZ,002723,小崧股份,家用电器
002724.SZ,002724,海洋王,元器件
002725.SZ,002725,跃岭股份,汽车配件
002726.SZ,002726,龙大美食,食品
002727.SZ,002727,一心堂,医药商业
002728.SZ,002728,特一药业,中成药
002729.SZ,002729,好利科技,元器件
002730.SZ,002730,电光科技,专用机械
002731.SZ,002731,萃华珠宝,服饰
002732.SZ,002732,燕塘乳业,乳制品
002733.SZ,002733,雄韬股份,电气设备
002734.SZ,002734,利民股份,农药化肥
002735.SZ,002735,王子新材,塑料
002736.SZ,002736,国信证券,证券
002737.SZ,002737,葵花药业,中成药
002738.SZ,002738,中矿资源,小金属
002739.SZ,002739,万达电影,影视音像
002740.SZ,002740,*ST爱迪,服饰
002741.SZ,002741,光华科技,化工原料
002742.SZ,002742,ST三圣,其他建材
002743.SZ,002743,富煌钢构,钢加工
002745.SZ,002745,木林森,元器件
002746.SZ,002746,仙坛股份,农业综合
002747.SZ,002747,埃斯顿,机械基件
002748.SZ,002748,世龙实业,化工原料
002749.SZ,002749,国光股份,农药化肥
002750.SZ,002750,龙津药业,中成药
002752.SZ,002752,昇兴股份,广告包装
002753.SZ,002753,永东股份,化工原料
002755.SZ,002755,奥赛康,化学制药
002756.SZ,002756,永兴材料,小金属
002757.SZ,002757,南兴股份,专用机械
002758.SZ,002758,浙农股份,汽车服务
002759.SZ,002759,天际股份,家用电器
002760.SZ,002760,凤形股份,机械基件
002761.SZ,002761,浙江建投,建筑工程
002762.SZ,002762,金发拉比,服饰
002763.SZ,002763,汇洁股份,服饰
002765.SZ,002765,蓝黛科技,元器件
002766.SZ,002766,索菱股份,汽车配件
002767.SZ,002767,先锋电子,电器仪表
002768.SZ,002768,国恩股份,塑料
002769.SZ,002769,普路通,仓储物流
002771.SZ,002771,真视通,软件服务
002772.SZ,002772,众兴菌业,种植业
002773.SZ,002773,康弘药业,化学制药
002774.SZ,002774,快意电梯,运输设备
002775.SZ,002775,文科股份,建筑工程
002777.SZ,002777,久远银海,软件服务
002778.SZ,002778,中晟高科,环境保护
002779.SZ,002779,中坚科技,农用机械
002780.SZ,002780,三夫户外,服饰
002782.SZ,002782,可立克,电气设备
002783.SZ,002783,凯龙股份,化工原料
002785.SZ,002785,万里石,其他建材
002786.SZ,002786,银宝山新,专用机械
002787.SZ,002787,华源控股,广告包装
002788.SZ,002788,鹭燕医药,医药商业
002789.SZ,002789,建艺集团,装修装饰
002790.SZ,002790,瑞尔特,家居用品
002791.SZ,002791,坚朗五金,其他建材
002792.SZ,002792,通宇通讯,通信设备
002793.SZ,002793,罗欣药业,化学制药
002795.SZ,002795,永和智控,机械基件
002796.SZ,002796,世嘉科技,通信设备
002797.SZ,002797,第一创业,证券
002798.SZ,002798,帝欧家居,家居用品
002799.SZ,002799,环球印务,广告包装
002800.SZ,002800,ST天顺,仓储物流
002801.SZ,002801,微光股份,电气设备
002802.SZ,002802,洪汇新材,化工原料
002803.SZ,002803,吉宏股份,互联网
002805.SZ,002805,丰元股份,电气设备
002806.SZ,002806,华锋股份,汽车配件
002807.SZ,002807,江阴银行,银行
002808.SZ,002808,ST恒久,元器件
002809.SZ,002809,红墙股份,化工原料
002810.SZ,002810,山东赫达,化工原料
002811.SZ,002811,郑中设计,装修装饰
002812.SZ,002812,恩捷股份,电气设备
002813.SZ,002813,路畅科技,汽车配件
002815.SZ,002815,崇达技术,元器件
002816.SZ,002816,*ST和科,专用机械
002817.SZ,002817,黄山胶囊,化学制药
002818.SZ,002818,富森美,其他商业
002819.SZ,002819,东方中科,电器仪表
002820.SZ,002820,桂发祥,食品
002821.SZ,002821,凯莱英,生物制药
002822.SZ,002822,中装建设,装修装饰
002823.SZ,002823,凯中精密,机械基件
002824.SZ,002824,和胜股份,铝
002825.SZ,002825,纳尔股份,化工原料
002826.SZ,002826,易明医药,化学制药
002827.SZ,002827,高争民爆,化工原料
002828.SZ,002828,贝肯能源,石油开采
002829.SZ,002829,星网宇达,航空
002830.SZ,002830,名雕股份,装修装饰
002831.SZ,002831,裕同科技,广告包装
002832.SZ,002832,比音勒芬,服饰
002833.SZ,002833,弘亚数控,专用机械
002835.SZ,002835,同为股份,IT设备
002836.SZ,002836,新宏泽,广告包装
002837.SZ,002837,英维克,专用机械
002838.SZ,002838,道恩股份,塑料
002839.SZ,002839,张家港行,银行
002840.SZ,002840,华统股份,食品
002841.SZ,002841,视源股份,元器件
002842.SZ,002842,翔鹭钨业,小金属
002843.SZ,002843,泰嘉股份,钢加工
002845.SZ,002845,同兴达,元器件
002846.SZ,002846,英联股份,广告包装
002847.SZ,002847,盐津铺子,食品
002848.SZ,002848,高斯贝尔,家用电器
002849.SZ,002849,威星智能,电器仪表
002850.SZ,002850,科达利,电气设备
002851.SZ,002851,麦格米特,电气设备
002852.SZ,002852,道道全,食品
002853.SZ,002853,皮阿诺,家居用品
002855.SZ,002855,捷荣技术,元器件
002856.SZ,002856,美芝股份,装修装饰
002857.SZ,002857,三晖电气,电器仪表
002858.SZ,002858,力盛体育,文教休闲
002859.SZ,002859,洁美科技,元器件
002860.SZ,002860,星帅尔,家用电器
002861.SZ,002861,瀛通通讯,元器件
002862.SZ,002862,实丰文化,文教休闲
002863.SZ,002863,今飞凯达,汽车配件
002864.SZ,002864,盘龙药业,中成药
002865.SZ,002865,钧达股份,电气设备
002866.SZ,002866,传艺科技,IT设备
002867.SZ,002867,周大生,服饰
002868.SZ,002868,绿康生化,农业综合
002869.SZ,002869,金溢科技,通信设备
002870.SZ,002870,香山股份,汽车配件
002871.SZ,002871,伟隆股份,机械基件
002872.SZ,002872,ST天圣,医药商业
002873.SZ,002873,新天药业,中成药
002875.SZ,002875,安奈儿,服饰
002876.SZ,002876,三利谱,元器件
002877.SZ,002877,智能自控,机械基件
002878.SZ,002878,元隆雅图,广告包装
002879.SZ,002879,长缆科技,电气设备
002880.SZ,002880,卫光生物,生物制药
002881.SZ,002881,美格智能,通信设备
002882.SZ,002882,金龙羽,电气设备
002883.SZ,002883,中设股份,建筑工程
002884.SZ,002884,凌霄泵业,机械基件
002885.SZ,002885,京泉华,元器件
002886.SZ,002886,沃特股份,塑料
002887.SZ,002887,绿茵生态,环境保护
002888.SZ,002888,惠威科技,元器件
002889.SZ,002889,东方嘉盛,仓储物流
002890.SZ,002890,弘宇股份,农用机械
002891.SZ,002891,中宠股份,饲料
002892.SZ,002892,科力尔,电气设备
002893.SZ,002893,京能热力,供气供热
002895.SZ,002895,川恒股份,化工原料
002896.SZ,002896,中大力德,机械基件
002897.SZ,002897,意华股份,元器件
002898.SZ,002898,赛隆药业,化学制药
002899.SZ,002899,英派斯,文教休闲
002900.SZ,002900,哈三联,化学制药
002901.SZ,002901,大博医疗,医疗保健
002902.SZ,002902,铭普光磁,通信设备
002903.SZ,002903,宇环数控,机床制造
002905.SZ,002905,金逸影视,影视音像
002906.SZ,002906,华阳集团,汽车配件
002907.SZ,002907,华森制药,中成药
002908.SZ,002908,德生科技,元器件
002909.SZ,002909,集泰股份,化工原料
002910.SZ,002910,庄园牧场,乳制品
002911.SZ,002911,佛燃能源,供气供热
002912.SZ,002912,中新赛克,IT设备
002913.SZ,002913,奥士康,元器件
002915.SZ,002915,中欣氟材,化工原料
002916.SZ,002916,深南电路,元器件
002917.SZ,002917,金奥博,化工原料
002918.SZ,002918,蒙娜丽莎,陶瓷
002919.SZ,002919,名臣健康,互联网
002920.SZ,002920,德赛西威,汽车配件
002921.SZ,002921,联诚精密,汽车配件
002922.SZ,002922,伊戈尔,电气设备
002923.SZ,002923,润都股份,化学制药
002925.SZ,002925,盈趣科技,元器件
002926.SZ,002926,华西证券,证券
002927.SZ,002927,泰永长征,电气设备
002928.SZ,002928,华夏航空,空运
002929.SZ,002929,润建股份,通信设备
002930.SZ,002930,宏川智慧,仓储物流
002931.SZ,002931,锋龙股份,机械基件
002932.SZ,002932,明德生物,医疗保健
002933.SZ,002933,新兴装备,航空
002935.SZ,002935,天奥电子,航空
002936.SZ,002936,郑州银行,银行
002937.SZ,002937,兴瑞科技,元器件
002938.SZ,002938,鹏鼎控股,元器件
002939.SZ,002939,长城证券,证券
002940.SZ,002940,昂利康,化学制药
002941.SZ,002941,新疆交建,建筑工程
002942.SZ,002942,新农股份,农药化肥
002943.SZ,002943,宇晶股份,机床制造
002945.SZ,002945,华林证券,证券
002946.SZ,002946,新乳业,乳制品
002947.SZ,002947,恒铭达,元器件
002948.SZ,002948,青岛银行,银行
002949.SZ,002949,华阳国际,建筑工程
002950.SZ,002950,奥美医疗,医疗保健
002951.SZ,002951,ST金时,广告包装
002952.SZ,002952,亚世光电,元器件
002953.SZ,002953,日丰股份,电气设备
002955.SZ,002955,鸿合科技,IT设备
002956.SZ,002956,西麦食品,食品
002957.SZ,002957,科瑞技术,专用机械
002958.SZ,002958,青农商行,银行
002959.SZ,002959,小熊电器,家用电器
002960.SZ,002960,青鸟消防,专用机械
002961.SZ,002961,瑞达期货,多元金融
002962.SZ,002962,五方光电,元器件
002963.SZ,002963,豪尔赛,装修装饰
002965.SZ,002965,祥鑫科技,汽车配件
002966.SZ,002966,苏州银行,银行
002967.SZ,002967,广电计量,电器仪表
002968.SZ,002968,新大正,房产服务
002969.SZ,002969,嘉美包装,广告包装
002970.SZ,002970,锐明技术,IT设备
002971.SZ,002971,和远气体,化工原料
002972.SZ,002972,科安达,运输设备
002973.SZ,002973,侨银股份,环境保护
002975.SZ,002975,博杰股份,专用机械
002976.SZ,002976,瑞玛精密,汽车配件
002977.SZ,002977,天箭科技,通信设备
002978.SZ,002978,安宁股份,小金属
002979.SZ,002979,雷赛智能,专用机械
002980.SZ,002980,华盛昌,电器仪表
002981.SZ,002981,朝阳科技,元器件
002982.SZ,002982,湘佳股份,农业综合
002983.SZ,002983,芯瑞达,元器件
002984.SZ,002984,森麒麟,汽车配件
002985.SZ,002985,北摩高科,航空
002986.SZ,002986,宇新股份,化工原料
002987.SZ,002987,京北方,软件服务
002988.SZ,002988,豪美新材,铝
002989.SZ,002989,中天精装,装修装饰
002990.SZ,002990,盛视科技,软件服务
002991.SZ,002991,甘源食品,食品
002992.SZ,002992,宝明科技,元器件
002993.SZ,002993,奥海科技,元器件
002995.SZ,002995,天地在线,互联网
002996.SZ,002996,顺博合金,铝
002997.SZ,002997,瑞鹄模具,专用机械
002998.SZ,002998,优彩资源,化纤
002999.SZ,002999,天禾股份,批发业
003000.SZ,003000,劲仔食品,食品
003001.SZ,003001,中岩大地,建筑工程
003002.SZ,003002,壶化股份,化工原料
003003.SZ,003003,天元股份,广告包装
003004.SZ,003004,声迅股份,软件服务
003005.SZ,003005,竞业达,软件服务
003006.SZ,003006,百亚股份,造纸
003007.SZ,003007,直真科技,软件服务
003008.SZ,003008,开普检测,电气设备
003009.SZ,003009,中天火箭,航空
003010.SZ,003010,若羽臣,互联网
003011.SZ,003011,海象新材,家居用品
003012.SZ,003012,东鹏控股,陶瓷
003013.SZ,003013,地铁设计,建筑工程
003015.SZ,003015,日久光电,元器件
003016.SZ,003016,欣贺股份,服饰
003017.SZ,003017,大洋生物,化工原料
003018.SZ,003018,金富科技,塑料
003019.SZ,003019,宸展光电,元器件
003020.SZ,003020,立方制药,化学制药
003021.SZ,003021,兆威机电,元器件
003022.SZ,003022,联泓新科,化工原料
003023.SZ,003023,彩虹集团,家用电器
003025.SZ,003025,思进智能,机床制造
003026.SZ,003026,中晶科技,半导体
003027.SZ,003027,同兴环保,环境保护
003028.SZ,003028,振邦智能,元器件
003029.SZ,003029,吉大正元,软件服务
003030.SZ,003030,祖名股份,食品
003031.SZ,003031,中瓷电子,元器件
003032.SZ,003032,传智教育,文教休闲
003033.SZ,003033,征和工业,汽车配件
003035.SZ,003035,南网能源,新型电力
003036.SZ,003036,泰坦股份,纺织机械
003037.SZ,003037,三和管桩,水泥
003038.SZ,003038,鑫铂股份,铝
003039.SZ,003039,顺控发展,水务
003040.SZ,003040,楚天龙,通信设备
003041.SZ,003041,真爱美家,纺织
003042.SZ,003042,中农联合,农药化肥
003043.SZ,003043,华亚智能,半导体
003816.SZ,003816,中国广核,新型电力
300001.SZ,300001,特锐德,电气设备
300002.SZ,300002,神州泰岳,互联网
300003.SZ,300003,乐普医疗,医疗保健
300004.SZ,300004,南风股份,电气设备
300005.SZ,300005,探路者,服饰
300006.SZ,300006,莱美药业,化学制药
300007.SZ,300007,汉威科技,电器仪表
300008.SZ,300008,天海防务,船舶
300009.SZ,300009,安科生物,生物制药
300010.SZ,300010,*ST豆神,软件服务
300011.SZ,300011,鼎汉技术,运输设备
300012.SZ,300012,华测检测,电器仪表
300013.SZ,300013,新宁物流,仓储物流
300014.SZ,300014,亿纬锂能,电气设备
300015.SZ,300015,爱尔眼科,医疗保健
300016.SZ,300016,北陆药业,化学制药
300017.SZ,300017,网宿科技,软件服务
300018.SZ,300018,中元股份,电气设备
300019.SZ,300019,硅宝科技,化工原料
300020.SZ,300020,银江技术,软件服务
300021.SZ,300021,大禹节水,建筑工程
300022.SZ,300022,吉峰科技,农用机械
300024.SZ,300024,机器人,专用机械
300025.SZ,300025,华星创业,通信设备
300026.SZ,300026,红日药业,中成药
300027.SZ,300027,华谊兄弟,影视音像
300029.SZ,300029,ST天龙,电气设备
300030.SZ,300030,阳普医疗,医疗保健
300031.SZ,300031,宝通科技,互联网
300032.SZ,300032,金龙机电,元器件
300033.SZ,300033,同花顺,软件服务
300034.SZ,300034,钢研高纳,航空
300035.SZ,300035,中科电气,电气设备
300036.SZ,300036,超图软件,软件服务
300037.SZ,300037,新宙邦,化工原料
300039.SZ,300039,上海凯宝,中成药
300040.SZ,300040,九洲集团,电气设备
300041.SZ,300041,回天新材,化工原料
300042.SZ,300042,朗科科技,IT设备
300043.SZ,300043,星辉娱乐,互联网
300044.SZ,300044,赛为智能,软件服务
300045.SZ,300045,华力创通,IT设备
300046.SZ,300046,台基股份,半导体
300047.SZ,300047,天源迪科,软件服务
300048.SZ,300048,合康新能,电气设备
300049.SZ,300049,福瑞股份,医疗保健
300050.SZ,300050,世纪鼎利,通信设备
300051.SZ,300051,琏升科技,互联网
300052.SZ,300052,中青宝,互联网
300053.SZ,300053,航宇微,半导体
300054.SZ,300054,鼎龙股份,化工原料
300055.SZ,300055,万邦达,环境保护
300056.SZ,300056,中创环保,环境保护
300057.SZ,300057,万顺新材,铝
300058.SZ,300058,蓝色光标,广告包装
300059.SZ,300059,东方财富,证券
300061.SZ,300061,旗天科技,互联网
300062.SZ,300062,中能电气,电气设备
300063.SZ,300063,天龙集团,互联网
300065.SZ,300065,海兰信,船舶
300066.SZ,300066,三川智慧,电器仪表
300067.SZ,300067,安诺其,染料涂料
300068.SZ,300068,南都电源,电气设备
300069.SZ,300069,金利华电,电气设备
300070.SZ,300070,碧水源,环境保护
300071.SZ,300071,福石控股,广告包装
300072.SZ,300072,海新能科,环境保护
300073.SZ,300073,当升科技,电气设备
300074.SZ,300074,华平股份,软件服务
300075.SZ,300075,数字政通,软件服务
300076.SZ,300076,GQY视讯,IT设备
300077.SZ,300077,国民技术,半导体
300078.SZ,300078,思创医惠,软件服务
300079.SZ,300079,数码视讯,通信设备
300080.SZ,300080,易成新能,电气设备
300081.SZ,300081,恒信东方,文教休闲
300082.SZ,300082,奥克股份,化工原料
300083.SZ,300083,创世纪,机床制造
300084.SZ,300084,海默科技,专用机械
300085.SZ,300085,银之杰,软件服务
300086.SZ,300086,康芝药业,化学制药
300087.SZ,300087,荃银高科,种植业
300088.SZ,300088,长信科技,元器件
300091.SZ,300091,金通灵,机械基件
300092.SZ,300092,科新机电,专用机械
300093.SZ,300093,金刚光伏,电气设备
300094.SZ,300094,国联水产,渔业
300095.SZ,300095,华伍股份,电气设备
300096.SZ,300096,ST易联众,软件服务
300097.SZ,300097,智云股份,专用机械
300098.SZ,300098,高新兴,软件服务
300099.SZ,300099,尤洛卡,电器仪表
300100.SZ,300100,双林股份,汽车服务
300101.SZ,300101,振芯科技,通信设备
300102.SZ,300102,乾照光电,半导体
300103.SZ,300103,达刚控股,环境保护
300105.SZ,300105,龙源技术,电器仪表
300106.SZ,300106,西部牧业,乳制品
300107.SZ,300107,建新股份,化工原料
300108.SZ,300108,ST吉药,中成药
300109.SZ,300109,新开源,化工原料
300110.SZ,300110,华仁药业,化学制药
300111.SZ,300111,向日葵,化学制药
300112.SZ,300112,万讯自控,电器仪表
300113.SZ,300113,顺网科技,互联网
300114.SZ,300114,中航电测,电器仪表
300115.SZ,300115,长盈精密,元器件
300116.SZ,300116,保力新,电气设备
300117.SZ,300117,嘉寓股份,电气设备
300118.SZ,300118,东方日升,电气设备
300119.SZ,300119,瑞普生物,农业综合
300120.SZ,300120,经纬辉开,元器件
300121.SZ,300121,阳谷华泰,化工原料
300122.SZ,300122,智飞生物,生物制药
300123.SZ,300123,亚光科技,半导体
300124.SZ,300124,汇川技术,电器仪表
300125.SZ,300125,聆达股份,电气设备
300126.SZ,300126,锐奇股份,轻工机械
300127.SZ,300127,银河磁体,矿物制品
300128.SZ,300128,锦富技术,元器件
300129.SZ,300129,泰胜风能,电气设备
300130.SZ,300130,新国都,IT设备
300131.SZ,300131,英唐智控,元器件
300132.SZ,300132,青松股份,化工原料
300133.SZ,300133,华策影视,影视音像
300134.SZ,300134,大富科技,通信设备
300135.SZ,300135,宝利国际,化工原料
300136.SZ,300136,信维通信,元器件
300137.SZ,300137,先河环保,环境保护
300138.SZ,300138,晨光生物,食品
300139.SZ,300139,晓程科技,黄金
300140.SZ,300140,节能环境,环境保护
300141.SZ,300141,和顺电气,电气设备
300142.SZ,300142,沃森生物,生物制药
300143.SZ,300143,盈康生命,医疗保健
300144.SZ,300144,宋城演艺,旅游景点
300145.SZ,300145,中金环境,机械基件
300146.SZ,300146,汤臣倍健,食品
300147.SZ,300147,香雪制药,中成药
300148.SZ,300148,天舟文化,互联网
300149.SZ,300149,睿智医药,生物制药
300150.SZ,300150,世纪瑞尔,软件服务
300151.SZ,300151,昌红科技,专用机械
300152.SZ,300152,新动力,环境保护
300153.SZ,300153,科泰电源,电气设备
300154.SZ,300154,瑞凌股份,机械基件
300155.SZ,300155,安居宝,IT设备
300157.SZ,300157,新锦动力,石油开采
300158.SZ,300158,振东制药,化学制药
300159.SZ,300159,新研股份,航空
300160.SZ,300160,秀强股份,家用电器
300161.SZ,300161,华中数控,机床制造
300162.SZ,300162,雷曼光电,元器件
300163.SZ,300163,先锋新材,其他建材
300164.SZ,300164,通源石油,石油开采
300165.SZ,300165,天瑞仪器,电器仪表
300166.SZ,300166,东方国信,软件服务
300167.SZ,300167,ST迪威迅,软件服务
300168.SZ,300168,万达信息,软件服务
300169.SZ,300169,天晟新材,塑料
300170.SZ,300170,汉得信息,软件服务
300171.SZ,300171,东富龙,医疗保健
300172.SZ,300172,中电环保,环境保护
300173.SZ,300173,福能东方,轻工机械
300174.SZ,300174,元力股份,化工原料
300175.SZ,300175,朗源股份,食品
300176.SZ,300176,派生科技,汽车配件
300177.SZ,300177,中海达,通信设备
300179.SZ,300179,四方达,矿物制品
300180.SZ,300180,华峰超纤,化纤
300181.SZ,300181,佐力药业,中成药
300182.SZ,300182,捷成股份,影视音像
300183.SZ,300183,东软载波,通信设备
300184.SZ,300184,力源信息,元器件
300185.SZ,300185,通裕重工,工程机械
300187.SZ,300187,永清环保,环境保护
300188.SZ,300188,国投智能,软件服务
300189.SZ,300189,神农科技,种植业
300190.SZ,300190,维尔利,环境保护
300191.SZ,300191,潜能恒信,石油开采
300192.SZ,300192,科德教育,文教休闲
300193.SZ,300193,佳士科技,专用机械
300194.SZ,300194,福安药业,化学制药
300195.SZ,300195,长荣股份,轻工机械
300196.SZ,300196,长海股份,玻璃
300197.SZ,300197,节能铁汉,环境保护
300198.SZ,300198,纳川股份,塑料
300199.SZ,300199,翰宇药业,化学制药
300200.SZ,300200,高盟新材,化工原料
300201.SZ,300201,海伦哲,工程机械
300203.SZ,300203,聚光科技,环境保护
300204.SZ,300204,舒泰神,生物制药
300205.SZ,300205,ST天喻,通信设备
300206.SZ,300206,理邦仪器,医疗保健
300207.SZ,300207,欣旺达,电气设备
300208.SZ,300208,青岛中程,电气设备
300209.SZ,300209,ST有棵树,互联网
300210.SZ,300210,森远股份,专用机械
300211.SZ,300211,亿通科技,通信设备
300212.SZ,300212,易华录,软件服务
300213.SZ,300213,佳讯飞鸿,通信设备
300214.SZ,300214,日科化学,化工原料
300215.SZ,300215,电科院,电气设备
300217.SZ,300217,东方电热,家用电器
300218.SZ,300218,安利股份,塑料
300219.SZ,300219,鸿利智汇,元器件
300220.SZ,300220,ST金运,专用机械
300221.SZ,300221,银禧科技,塑料
300222.SZ,300222,科大智能,电气设备
300223.SZ,300223,北京君正,半导体
300224.SZ,300224,正海磁材,矿物制品
300225.SZ,300225,金力泰,染料涂料
300226.SZ,300226,上海钢联,互联网
300227.SZ,300227,光韵达,专用机械
300228.SZ,300228,富瑞特装,化工机械
300229.SZ,300229,拓尔思,软件服务
300230.SZ,300230,永利股份,塑料
300231.SZ,300231,银信科技,软件服务
300232.SZ,300232,洲明科技,元器件
300233.SZ,300233,金城医药,化学制药
300234.SZ,300234,开尔新材,陶瓷
300235.SZ,300235,方直科技,软件服务
300236.SZ,300236,上海新阳,半导体
300237.SZ,300237,美晨生态,汽车配件
300238.SZ,300238,冠昊生物,医疗保健
300239.SZ,300239,东宝生物,生物制药
300240.SZ,300240,飞力达,仓储物流
300241.SZ,300241,瑞丰光电,半导体
300242.SZ,300242,佳云科技,互联网
300243.SZ,300243,瑞丰高材,化工原料
300244.SZ,300244,迪安诊断,医疗保健
300245.SZ,300245,天玑科技,软件服务
300246.SZ,300246,宝莱特,医疗保健
300247.SZ,300247,融捷健康,医疗保健
300248.SZ,300248,新开普,软件服务
300249.SZ,300249,依米康,IT设备
300250.SZ,300250,初灵信息,软件服务
300251.SZ,300251,光线传媒,影视音像
300252.SZ,300252,金信诺,通信设备
300253.SZ,300253,卫宁健康,软件服务
300254.SZ,300254,仟源医药,化学制药
300255.SZ,300255,常山药业,生物制药
300256.SZ,300256,星星科技,元器件
300257.SZ,300257,开山股份,机械基件
300258.SZ,300258,精锻科技,汽车配件
300259.SZ,300259,新天科技,电器仪表
300260.SZ,300260,新莱应材,机械基件
300261.SZ,300261,雅本化学,农药化肥
300262.SZ,300262,巴安水务,水务
300263.SZ,300263,隆华科技,专用机械
300264.SZ,300264,佳创视讯,软件服务
300265.SZ,300265,通光线缆,电气设备
300266.SZ,300266,兴源环境,环境保护
300267.SZ,300267,尔康制药,化学制药
300268.SZ,300268,*ST佳沃,农业综合
300269.SZ,300269,联建光电,元器件
300270.SZ,300270,中威电子,IT设备
300271.SZ,300271,华宇软件,软件服务
300272.SZ,300272,开能健康,家用电器
300274.SZ,300274,阳光电源,电气设备
300275.SZ,300275,梅安森,工程机械
300276.SZ,300276,三丰智能,专用机械
300277.SZ,300277,海联讯,软件服务
300278.SZ,300278,华昌达,专用机械
300279.SZ,300279,和晶科技,元器件
300280.SZ,300280,紫天科技,广告包装
300281.SZ,300281,金明精机,专用机械
300282.SZ,300282,*ST三盛,文教休闲
300283.SZ,300283,温州宏丰,电气设备
300284.SZ,300284,苏交科,建筑工程
300285.SZ,300285,国瓷材料,陶瓷
300286.SZ,300286,安科瑞,电器仪表
300287.SZ,300287,飞利信,软件服务
300288.SZ,300288,朗玛信息,软件服务
300289.SZ,300289,利德曼,医疗保健
300290.SZ,300290,荣科科技,软件服务
300291.SZ,300291,百纳千成,影视音像
300292.SZ,300292,吴通控股,互联网
300293.SZ,300293,蓝英装备,专用机械
300294.SZ,300294,博雅生物,生物制药
300295.SZ,300295,三六五网,互联网
300296.SZ,300296,利亚德,元器件
300298.SZ,300298,三诺生物,医疗保健
300299.SZ,300299,富春股份,互联网
300300.SZ,300300,海峡创新,软件服务
300301.SZ,300301,*ST长方,半导体
300302.SZ,300302,同有科技,软件服务
300303.SZ,300303,聚飞光电,半导体
300304.SZ,300304,云意电气,汽车配件
300305.SZ,300305,裕兴股份,塑料
300306.SZ,300306,远方信息,电器仪表
300307.SZ,300307,慈星股份,纺织机械
300308.SZ,300308,中际旭创,通信设备
300310.SZ,300310,宜通世纪,通信设备
300311.SZ,300311,任子行,软件服务
300313.SZ,300313,*ST天山,农业综合
300314.SZ,300314,戴维医疗,医疗保健
300315.SZ,300315,掌趣科技,互联网
300316.SZ,300316,晶盛机电,专用机械
300317.SZ,300317,珈伟新能,电气设备
300318.SZ,300318,博晖创新,医疗保健
300319.SZ,300319,麦捷科技,元器件
300320.SZ,300320,海达股份,橡胶
300321.SZ,300321,同大股份,塑料
300322.SZ,300322,硕贝德,元器件
300323.SZ,300323,华灿光电,半导体
300324.SZ,300324,旋极信息,软件服务
300326.SZ,300326,凯利泰,医疗保健
300327.SZ,300327,中颖电子,半导体
300328.SZ,300328,宜安科技,小金属
300329.SZ,300329,海伦钢琴,文教休闲
300331.SZ,300331,苏大维格,元器件
300332.SZ,300332,天壕能源,供气供热
300333.SZ,300333,兆日科技,IT设备
300334.SZ,300334,津膜科技,水务
300335.SZ,300335,迪森股份,供气供热
300337.SZ,300337,银邦股份,铝
300338.SZ,300338,开元教育,文教休闲
300339.SZ,300339,润和软件,软件服务
300340.SZ,300340,科恒股份,电气设备
300341.SZ,300341,麦克奥迪,电气设备
300342.SZ,300342,天银机电,家用电器
300343.SZ,300343,联创股份,化工原料
300344.SZ,300344,立方数科,软件服务
300345.SZ,300345,华民股份,机械基件
300346.SZ,300346,南大光电,半导体
300347.SZ,300347,泰格医药,医疗保健
300348.SZ,300348,长亮科技,软件服务
300349.SZ,300349,金卡智能,电器仪表
300350.SZ,300350,华鹏飞,软件服务
300351.SZ,300351,永贵电器,运输设备
300352.SZ,300352,北信源,软件服务
300353.SZ,300353,东土科技,通信设备
300354.SZ,300354,东华测试,电器仪表
300355.SZ,300355,蒙草生态,环境保护
